Name,Date,Tags,Sector,Countries,Ransomware Group,Data Type,Sector Type
www.mineduc.gob.gt,30/8/2024,database,Education,Guatemala,RansomHub,database,education
www.mineduc.gob.gt,30/8/2024,staff documents,Education,Guatemala,RansomHub,Employee data,education
www.mineduc.gob.gt,30/8/2024,student documents,Education,Guatemala,RansomHub,School/Student data,education
www.mineduc.gob.gt,30/8/2024,beneficiaries document,Education,Guatemala,RansomHub,beneficiaries document,education
www.swinburne.edu,30/8/2024,personal identifications,Education,Australia,RansomHub,Personal/User data,education
www.swinburne.edu,30/8/2024,quotation documents,Education,Australia,RansomHub,quotation documents,education
www.swinburne.edu,30/8/2024,educational certifications,Education,Australia,RansomHub,educational certifications,education
www.swinburne.edu,30/8/2024,applications,Education,Australia,RansomHub,applications,education
www.swinburne.edu,30/8/2024,bank details,Education,Australia,RansomHub,Bank data,education
www.swinburne.edu,30/8/2024,payment advices,Education,Australia,RansomHub,Payment/Payroll/Billing data,education
www.swinburne.edu,30/8/2024,finance documents,Education,Australia,RansomHub,Financial data,education
www.swinburne.edu,30/8/2024,audit documents,Education,Australia,RansomHub,Accounting/Audit data,education
www.iiitd.ac.in,30/8/2024,resumes,Education,India,RansomHub,resumes,education
www.iiitd.ac.in,30/8/2024,employee details,Education,India,RansomHub,Employee data,education
www.iiitd.ac.in,30/8/2024,school examination syallbus details,Education,India,RansomHub,School/Student data,education
