Name,Date,Tags,Sector,Countries,Ransomware Group,Data Type,Sector Type
northernsafety.com,2/1/2024,accounting reports,Distributor,United States,BlackBasta,Accounting/Audit data,distributor
northernsafety.com,2/1/2024,credit card information,Distributor,United States,BlackBasta,Payment/Payroll/Billing data,distributor
northernsafety.com,2/1/2024,finance po reports,Distributor,United States,BlackBasta,Financial data,distributor
northernsafety.com,2/1/2024,project folders,Distributor,United States,BlackBasta,Project data,distributor
northernsafety.com,2/1/2024,qa documents,Distributor,United States,BlackBasta,qa documents,distributor
northernsafety.com,2/1/2024,warehouse information,Distributor,United States,BlackBasta,warehouse information,distributor
thompsoncreek.com,2/1/2024,payroll,Service Provider,United States,BlackBasta,Payment/Payroll/Billing data,Service Provider
thompsoncreek.com,2/1/2024,ar records,Service Provider,United States,BlackBasta,ar records,Service Provider
thompsoncreek.com,2/1/2024,bank deposit confirmations,Service Provider,United States,BlackBasta,Bank data,Service Provider
thompsoncreek.com,2/1/2024,employee withholding certificate,Service Provider,United States,BlackBasta,Employee data,Service Provider
thompsoncreek.com,2/1/2024,kpi,Service Provider,United States,BlackBasta,kpi,Service Provider
thompsoncreek.com,2/1/2024,learning and development,Service Provider,United States,BlackBasta,learning and development,Service Provider
mgfsourcing.com,2/1/2024,finance/hr data,Retail,United States,BlackBasta,Financial data,retail
mgfsourcing.com,2/1/2024,passwords,Retail,United States,BlackBasta,Password data,retail
mgfsourcing.com,2/1/2024,personal images,Retail,United States,BlackBasta,Personal/User data,retail
mgfsourcing.com,2/1/2024,sales reports,Retail,United States,BlackBasta,Sales data,retail
www.eurobulk.gr,10/1/2024,personal information,Transportation,Greece,Play,Personal/User data,Service Provider
www.eurobulk.gr,10/1/2024,client documents,Transportation,Greece,Play,Customer data,Service Provider
www.eurobulk.gr,10/1/2024,payroll records,Transportation,Greece,Play,Payment/Payroll/Billing data,Service Provider
www.eurobulk.gr,10/1/2024,accounting files,Transportation,Greece,Play,Accounting/Audit data,Service Provider
www.eurobulk.gr,10/1/2024,contracts,Transportation,Greece,Play,Contractor data,Service Provider
www.eurobulk.gr,10/1/2024,tax information,Transportation,Greece,Play,Tax data,Service Provider
usdermpartners.com,22/1/2024,accounting & finance data,Healthcare,United States,BlackBasta,Financial data,healthcare
usdermpartners.com,22/1/2024,business office data,Healthcare,United States,BlackBasta,Company data,healthcare
usdermpartners.com,22/1/2024,compliance data,Healthcare,United States,BlackBasta,compliance data,healthcare
usdermpartners.com,22/1/2024,employees personal folders and documents,Healthcare,United States,BlackBasta,Personal/User data,healthcare
usdermpartners.com,22/1/2024,legal data,Healthcare,United States,BlackBasta,Legal data,healthcare
usdermpartners.com,22/1/2024,scans and fax,Healthcare,United States,BlackBasta,scans and fax,healthcare
usdermpartners.com,22/1/2024,credentialing data,Healthcare,United States,BlackBasta,credentialing data,healthcare
usdermpartners.com,22/1/2024,human resources,Healthcare,United States,BlackBasta,HR data,healthcare
wielton.com.pl,23/1/2024,change management documentation,Transportation,Poland,BlackBasta,change management documentation,Service Provider
wielton.com.pl,23/1/2024,currency exchange sheet,Transportation,Poland,BlackBasta,currency exchange sheet,Service Provider
wielton.com.pl,23/1/2024,project documentations,Transportation,Poland,BlackBasta,Project data,Service Provider
wielton.com.pl,23/1/2024,project drawings,Transportation,Poland,BlackBasta,Project data,Service Provider
keybenefit.com,23/1/2024,audit data,Financial Services,United States,BlackBasta,Accounting/Audit data,Service Provider
keybenefit.com,23/1/2024,client relations decouments,Financial Services,United States,BlackBasta,Customer data,Service Provider
keybenefit.com,23/1/2024,executive level documents,Financial Services,United States,BlackBasta,executive level documents,Service Provider
keybenefit.com,23/1/2024,pmo documents,Financial Services,United States,BlackBasta,Project data,Service Provider
keybenefit.com,23/1/2024,users and employee data,Financial Services,United States,BlackBasta,Personal/User data,Service Provider
dutyfreeamericas.com,23/1/2024,duty free docs,Retail,United States,BlackBasta,duty free docs,retail
dutyfreeamericas.com,23/1/2024,finance docs,Retail,United States,BlackBasta,Financial data,retail
dutyfreeamericas.com,23/1/2024,hr docs,Retail,United States,BlackBasta,HR data,retail
dutyfreeamericas.com,23/1/2024,legal docs,Retail,United States,BlackBasta,Legal data,retail
atos.com,23/1/2024,action logs,Industrial Automation,Italy,BlackBasta,action logs,industrial automation
atos.com,23/1/2024,employee personal data,Industrial Automation,Italy,BlackBasta,Personal/User data,industrial automation
atos.com,23/1/2024,personal identification documents,Industrial Automation,Italy,BlackBasta,Personal/User data,industrial automation
atos.com,23/1/2024,project plan and organisation structure,Industrial Automation,Italy,BlackBasta,Project data,industrial automation
atos.com,23/1/2024,vetting forms,Industrial Automation,Italy,BlackBasta,vetting forms,industrial automation
posiplus.com,23/1/2024,employee personal data,Manufacturing,Canada,BlackBasta,Personal/User data,manufacturing
posiplus.com,23/1/2024,field service management procedures,Manufacturing,Canada,BlackBasta,field service management procedures,manufacturing
posiplus.com,23/1/2024,password files,Manufacturing,Canada,BlackBasta,Password data,manufacturing
hpecds.com,23/1/2024,action logs,Technology,United Kingdom,BlackBasta,action logs,technology
hpecds.com,23/1/2024,employee personal data,Technology,United Kingdom,BlackBasta,Personal/User data,technology
hpecds.com,23/1/2024,personal identification documents,Technology,United Kingdom,BlackBasta,Personal/User data,technology
hpecds.com,23/1/2024,project plan and organisation structure,Technology,United Kingdom,BlackBasta,Project data,technology
hpecds.com,23/1/2024,vetting forms,Technology,United Kingdom,BlackBasta,vetting forms,technology
hpecds.com,23/1/2024,data mart extractions,Technology,United Kingdom,BlackBasta,data mart extractions,technology
hpecds.com,23/1/2024,developer handover checklists,Technology,United Kingdom,BlackBasta,developer handover checklists,technology
pkaufmann.com,23/1/2024,confidential information,Manufacturing,United States,BlackBasta,Confidential data,manufacturing
pkaufmann.com,23/1/2024,hr,Manufacturing,United States,BlackBasta,HR data,manufacturing
pkaufmann.com,23/1/2024,accounting and finance data,Manufacturing,United States,BlackBasta,Financial data,manufacturing
pkaufmann.com,23/1/2024,scanned documents,Manufacturing,United States,BlackBasta,scanned documents,manufacturing
pkaufmann.com,23/1/2024,user personal information,Manufacturing,United States,BlackBasta,Personal/User data,manufacturing
memc.com,23/1/2024,clients data,Semiconductor,United States,BlackBasta,Customer data,semiconductor
memc.com,23/1/2024,nda documents,Semiconductor,United States,BlackBasta,Confidential data,semiconductor
memc.com,23/1/2024,personal employees documents and info,Semiconductor,United States,BlackBasta,Personal/User data,semiconductor
memc.com,23/1/2024,r&d/engineering data,Semiconductor,United States,BlackBasta,R&D data,semiconductor
www.broadgrain.com,23/1/2024,company analysis,Agriculture,Canada,Play,Company data,agriculture
grupoamper.com,26/1/2024,payroll,Telecommunication,Spain,BlackBasta,Payment/Payroll/Billing data,Telecommunications
grupoamper.com,26/1/2024,r&d data,Telecommunication,Spain,BlackBasta,R&D data,Telecommunications
grupoamper.com,26/1/2024,scans,Telecommunication,Spain,BlackBasta,scans,Telecommunications
grupoamper.com,26/1/2024,company data:hr,Telecommunication,Spain,BlackBasta,Company data,Telecommunications
grupoamper.com,26/1/2024,finance,Telecommunication,Spain,BlackBasta,Financial data,Telecommunications
grupoamper.com,26/1/2024,pmo data,Telecommunication,Spain,BlackBasta,Project data,Telecommunications
grupoamper.com,26/1/2024,users and employee personal data,Telecommunication,Spain,BlackBasta,Personal/User data,Telecommunications
scrubsandbeyond.com,26/1/2024,client services documents,Healthcare,United States,BlackBasta,Customer data,healthcare
scrubsandbeyond.com,26/1/2024,employee records,Healthcare,United States,BlackBasta,Employee data,healthcare
scrubsandbeyond.com,26/1/2024,payroll/accounting information,Healthcare,United States,BlackBasta,Accounting/Audit data,healthcare
www.tbmdf.com,4/2/2024,invoice documents,Industrial Machinery & Equipment,United States,Play,Accounting/Audit data,industrial machinery & equipment
www.tbmdf.com,4/2/2024,business process documents,Industrial Machinery & Equipment,United States,Play,Company data,industrial machinery & equipment
modplan.co.uk,5/2/2024,users personal data,Construction,United Kingdom,BlackBasta,Personal/User data,construction
modplan.co.uk,5/2/2024,director level data,Construction,United Kingdom,BlackBasta,director level data,construction
modplan.co.uk,5/2/2024,finance data,Construction,United Kingdom,BlackBasta,Financial data,construction
modplan.co.uk,5/2/2024,payroll data,Construction,United Kingdom,BlackBasta,Payment/Payroll/Billing data,construction
www.ykp.com.br,7/2/2024,finance documents,Consulting,Brazil,RansomHub,Financial data,Service Provider
www.ykp.com.br,7/2/2024,marriage certificates,Consulting,Brazil,RansomHub,marriage certificates,Service Provider
www.ykp.com.br,7/2/2024,employee payrolls,Consulting,Brazil,RansomHub,Employee data,Service Provider
www.ykp.com.br,7/2/2024,real estate loans,Consulting,Brazil,RansomHub,real estate loans,Service Provider
www.ykp.com.br,7/2/2024,bank statements,Consulting,Brazil,RansomHub,Bank data,Service Provider
www.ykp.com.br,7/2/2024,accounting documents,Consulting,Brazil,RansomHub,Accounting/Audit data,Service Provider
www.ykp.com.br,7/2/2024,employees details,Consulting,Brazil,RansomHub,Employee data,Service Provider
akdenizchemson.com,9/2/2024,corporate data,Manufacturing,Australia,BlackBasta,Company data,manufacturing
akdenizchemson.com,9/2/2024,department data,Manufacturing,Australia,BlackBasta,Company data,manufacturing
akdenizchemson.com,9/2/2024,hr,Manufacturing,Australia,BlackBasta,HR data,manufacturing
akdenizchemson.com,9/2/2024,users personal data,Manufacturing,Australia,BlackBasta,Personal/User data,manufacturing
akdenizchemson.com,9/2/2024,financial,Manufacturing,Australia,BlackBasta,Financial data,manufacturing
www.hariripontarini.com,11/2/2024,business process documents,Architecture,Canada,Play,Company data,architecture
www.hariripontarini.com,11/2/2024,invoice documents,Architecture,Canada,Play,Accounting/Audit data,architecture
www.multidata.lu,11/2/2024,business process documents,Technology,Luxembourg,Play,Company data,technology
www.plaistedcompanies.com,11/2/2024,personal information,Mining,United States,Play,Personal/User data,mining
www.plaistedcompanies.com,11/2/2024,client documents,Mining,United States,Play,Customer data,mining
www.plaistedcompanies.com,11/2/2024,financial information,Mining,United States,Play,Financial data,mining
www.jacksonpaper.net,11/2/2024,operation documents,Manufacturing,United States,Play,Operational data,manufacturing
www.jacksonpaper.net,11/2/2024,project documents,Manufacturing,United States,Play,Project data,manufacturing
www.jacksonpaper.net,11/2/2024,business process documents,Manufacturing,United States,Play,Company data,manufacturing
www.messec.dk,11/2/2024,operation documents,Tourism,Denmark,Play,Operational data,tourism
www.nobleenviro.com,11/2/2024,client information,Environmental,United States,Play,Customer data,environmental
www.nobleenviro.com,11/2/2024,bank statement,Environmental,United States,Play,Bank data,environmental
www.nobleenviro.com,11/2/2024,employee information,Environmental,United States,Play,Employee data,environmental
www.nobleenviro.com,11/2/2024,financial documents,Environmental,United States,Play,Financial data,environmental
www.nobleenviro.com,11/2/2024,invoice documents,Environmental,United States,Play,Accounting/Audit data,environmental
www.omega-industries.com,11/2/2024,personal information,Manufacturing,United States,Play,Personal/User data,manufacturing
www.omega-industries.com,11/2/2024,client documents,Manufacturing,United States,Play,Customer data,manufacturing
www.omega-industries.com,11/2/2024,financial information,Manufacturing,United States,Play,Financial data,manufacturing
www.creativeplaythings.com,11/2/2024,personal information,Retail,United States,Play,Personal/User data,retail
www.creativeplaythings.com,11/2/2024,client information,Retail,United States,Play,Customer data,retail
www.dminj.com,11/2/2024,business process documents,Retail,United States,Play,Company data,retail
www.truefamilyenterprises.com,11/2/2024,personal information,Venture Capital & Private Equity,United States,Play,Personal/User data,venture capital & private equity
www.truefamilyenterprises.com,11/2/2024,pharmaceutical data,Venture Capital & Private Equity,United States,Play,Patient/Medical data,venture capital & private equity
www.truefamilyenterprises.com,11/2/2024,accounting documents,Venture Capital & Private Equity,United States,Play,Accounting/Audit data,venture capital & private equity
www.pipusa.com,11/2/2024,not yet published,Manufacturing,United States,Play,not yet published,manufacturing
www.rsp.ca,11/2/2024,client documents,Accounting,Canada,Play,Customer data,accounting
www.baskervill.com,11/2/2024,project documents,Architecture,United States,Play,Project data,architecture
www.baskervill.com,11/2/2024,business license,Architecture,United States,Play,Company data,architecture
dynasafe.com,13/2/2024,corporate data,Security,Sweden,BlackBasta,Company data,Safety and Risk Management
dynasafe.com,13/2/2024,projects data,Security,Sweden,BlackBasta,Project data,Safety and Risk Management
dynasafe.com,13/2/2024,users personal data,Security,Sweden,BlackBasta,Personal/User data,Safety and Risk Management
robson.com,13/2/2024,clients data,Real Estate,United States,BlackBasta,Customer data,real estate
robson.com,13/2/2024,corporate data,Real Estate,United States,BlackBasta,Company data,real estate
robson.com,13/2/2024,employeepersonal documents and folders,Real Estate,United States,BlackBasta,Personal/User data,real estate
elutia.com,13/2/2024,corporate data,Healthcare,United States,BlackBasta,Company data,healthcare
elutia.com,13/2/2024,employee personal data,Healthcare,United States,BlackBasta,Personal/User data,healthcare
elutia.com,13/2/2024,passports,Healthcare,United States,BlackBasta,Passport data,healthcare
elutia.com,13/2/2024,scans,Healthcare,United States,BlackBasta,scans,healthcare
elutia.com,13/2/2024,r&d documents,Healthcare,United States,BlackBasta,R&D data,healthcare
elutia.com,13/2/2024,tax forms,Healthcare,United States,BlackBasta,Tax data,healthcare
talalayglobal.com,13/2/2024,accounting & finance data,Manufacturing,United States,BlackBasta,Financial data,manufacturing
talalayglobal.com,13/2/2024,business office data,Manufacturing,United States,BlackBasta,Company data,manufacturing
talalayglobal.com,13/2/2024,compliance data,Manufacturing,United States,BlackBasta,compliance data,manufacturing
talalayglobal.com,13/2/2024,employees personal folders and documents,Manufacturing,United States,BlackBasta,Personal/User data,manufacturing
talalayglobal.com,13/2/2024,legal data,Manufacturing,United States,BlackBasta,Legal data,manufacturing
talalayglobal.com,13/2/2024,scans and fax,Manufacturing,United States,BlackBasta,scans and fax,manufacturing
talalayglobal.com,13/2/2024,credentialing data,Manufacturing,United States,BlackBasta,credentialing data,manufacturing
talalayglobal.com,13/2/2024,human resources,Manufacturing,United States,BlackBasta,HR data,manufacturing
olsonsteel.com,13/2/2024,confidential documents and drawings,Construction,United States,BlackBasta,Confidential data,construction
olsonsteel.com,13/2/2024,employees and user personal data,Construction,United States,BlackBasta,Personal/User data,construction
olsonsteel.com,13/2/2024,hr/accounting data,Construction,United States,BlackBasta,HR data,construction
olsonsteel.com,13/2/2024,projects and cad data,Construction,United States,BlackBasta,Project data,construction
ssiworld.com,13/2/2024,department data,Waste Management,United States,BlackBasta,Company data,Service Provider
ssiworld.com,13/2/2024,hr data,Waste Management,United States,BlackBasta,HR data,Service Provider
ssiworld.com,13/2/2024,personal users data,Waste Management,United States,BlackBasta,Personal/User data,Service Provider
keytronic.com,16/2/2024,corporate data,Manufacturing,United States,BlackBasta,Company data,manufacturing
keytronic.com,16/2/2024,users personal data,Manufacturing,United States,BlackBasta,Personal/User data,manufacturing
keytronic.com,16/2/2024,hr/finance/engineering data,Manufacturing,United States,BlackBasta,Financial data,manufacturing
www.pwadc.net,21/2/2024,company documents,Distributor,United States,Play,Company data,distributor
www.pwadc.net,21/2/2024,project documents,Distributor,United States,Play,Project data,distributor
www.elginseparationsolutions.com,21/2/2024,accounting documents,Environmental,United States,Play,Accounting/Audit data,environmental
www.elginseparationsolutions.com,21/2/2024,payroll data,Environmental,United States,Play,Payment/Payroll/Billing data,environmental
www.elginseparationsolutions.com,21/2/2024,invoice documents,Environmental,United States,Play,Accounting/Audit data,environmental
www.belairbayclub.com,21/2/2024,client documents,Social Clubs,United States,Play,Customer data,social clubs
www.belairbayclub.com,21/2/2024,payroll data,Social Clubs,United States,Play,Payment/Payroll/Billing data,social clubs
www.belairbayclub.com,21/2/2024,contracts,Social Clubs,United States,Play,Contractor data,social clubs
www.swartzelectric.com,21/2/2024,client documents,Service Provider,United States,Play,Customer data,Service Provider
www.virginiadare.com,21/2/2024,not yet published,F&B,United States,Play,not yet published,f&b
www.secooler.com,21/2/2024,client information,Manufacturing,United States,Play,Customer data,manufacturing
www.secooler.com,21/2/2024,customer information,Manufacturing,United States,Play,Customer data,manufacturing
www.secooler.com,21/2/2024,personal documents,Manufacturing,United States,Play,Personal/User data,manufacturing
atlasoil.com,22/2/2024,corporate data,Energy,United States,BlackBasta,Company data,energy
atlasoil.com,22/2/2024,departments data,Energy,United States,BlackBasta,Company data,energy
atlasoil.com,22/2/2024,users personal data,Energy,United States,BlackBasta,Personal/User data,energy
provencherroy.ca,22/2/2024,cad,Architecture,Canada,BlackBasta,cad,architecture
provencherroy.ca,22/2/2024,corporate data,Architecture,Canada,BlackBasta,Company data,architecture
provencherroy.ca,22/2/2024,projects data,Architecture,Canada,BlackBasta,Project data,architecture
provencherroy.ca,22/2/2024,3d drawings,Architecture,Canada,BlackBasta,3d drawings,architecture
provencherroy.ca,22/2/2024,ottawa data,Architecture,Canada,BlackBasta,ottawa data,architecture
trugreen.com,22/2/2024,corporate data,Service Provider,United States,BlackBasta,Company data,Service Provider
trugreen.com,22/2/2024,personal users data,Service Provider,United States,BlackBasta,Personal/User data,Service Provider
trugreen.com,22/2/2024,payroll/financial data,Service Provider,United States,BlackBasta,Financial data,Service Provider
gai-it.com,22/2/2024,company data,Manufacturing,Italy,BlackBasta,Company data,manufacturing
gai-it.com,22/2/2024,project data,Manufacturing,Italy,BlackBasta,Project data,manufacturing
gai-it.com,22/2/2024,users personal data,Manufacturing,Italy,BlackBasta,Personal/User data,manufacturing
grupocadarso.com,22/2/2024,corporate data,Retail,Portugal,BlackBasta,Company data,retail
grupocadarso.com,22/2/2024,financial documents,Retail,Portugal,BlackBasta,Financial data,retail
grupocadarso.com,22/2/2024,group data,Retail,Portugal,BlackBasta,group data,retail
grupocadarso.com,22/2/2024,personal users data,Retail,Portugal,BlackBasta,Personal/User data,retail
grupocadarso.com,22/2/2024,client data,Retail,Portugal,BlackBasta,Customer data,retail
mfgroup.it,22/2/2024,corporate data,Manufacturing,Italy,BlackBasta,Company data,manufacturing
mfgroup.it,22/2/2024,departments data,Manufacturing,Italy,BlackBasta,Company data,manufacturing
mfgroup.it,22/2/2024,users personal data,Manufacturing,Italy,BlackBasta,Personal/User data,manufacturing
lactanet.ca,22/2/2024,corporate data,Agriculture,Canada,BlackBasta,Company data,agriculture
lactanet.ca,22/2/2024,personal users data,Agriculture,Canada,BlackBasta,Personal/User data,agriculture
lactanet.ca,22/2/2024,lab data,Agriculture,Canada,BlackBasta,lab data,agriculture
www.weldco-beales.com,24/2/2024,project documents,Manufacturing,Canada,Play,Project data,manufacturing
www.weldco-beales.com,24/2/2024,personal information,Manufacturing,Canada,Play,Personal/User data,manufacturing
www.evansdist.com,26/2/2024,not yet published,Supply Chain Management,United States,Play,not yet published,supply chain management
www.headwaterco.com,26/2/2024,invoices,Water Treatment,United States,RansomHub,Accounting/Audit data,Service Provider
www.headwaterco.com,26/2/2024,credentials,Water Treatment,United States,RansomHub,credentials,Service Provider
www.headwaterco.com,26/2/2024,payrolls,Water Treatment,United States,RansomHub,Payment/Payroll/Billing data,Service Provider
www.headwaterco.com,26/2/2024,taxes,Water Treatment,United States,RansomHub,Tax data,Service Provider
www.headwaterco.com,26/2/2024,insurance documents,Water Treatment,United States,RansomHub,Insurance data,Service Provider
www.shootinghouse.com.br,28/2/2024,not yet published,Saas,Brazil,RansomHub,not yet published,saas
swisspro.ch,29/2/2024,corporate data,Engineering,Switzerland,BlackBasta,Company data,engineering
swisspro.ch,29/2/2024,customer data,Engineering,Switzerland,BlackBasta,Customer data,engineering
swisspro.ch,29/2/2024,employee personal data,Engineering,Switzerland,BlackBasta,Personal/User data,engineering
ids-michigan.com,29/2/2024,corporate data,Architecture,United States,BlackBasta,Company data,architecture
ids-michigan.com,29/2/2024,project data,Architecture,United States,BlackBasta,Project data,architecture
ids-michigan.com,29/2/2024,cad and drawings,Architecture,United States,BlackBasta,cad and drawings,architecture
ids-michigan.com,29/2/2024,personal data,Architecture,United States,BlackBasta,Personal/User data,architecture
teaspa.it,29/2/2024,corporate data,Energy,Italy,BlackBasta,Company data,energy
teaspa.it,29/2/2024,employee personal data,Energy,Italy,BlackBasta,Personal/User data,energy
teaspa.it,29/2/2024,project data,Energy,Italy,BlackBasta,Project data,energy
active-pcb.com,29/2/2024,corporate data,Manufacturing,United Kingdom,BlackBasta,Company data,manufacturing
active-pcb.com,29/2/2024,personal users data,Manufacturing,United Kingdom,BlackBasta,Personal/User data,manufacturing
active-pcb.com,29/2/2024,developer data,Manufacturing,United Kingdom,BlackBasta,developer data,manufacturing
active-pcb.com,29/2/2024,sales data,Manufacturing,United Kingdom,BlackBasta,Sales data,manufacturing
active-pcb.com,29/2/2024,souce code,Manufacturing,United Kingdom,BlackBasta,souce code,manufacturing
synlab.com,29/2/2024,corporate data,Healthcare,Germany,BlackBasta,Company data,healthcare
synlab.com,29/2/2024,users personal data,Healthcare,Germany,BlackBasta,Personal/User data,healthcare
synlab.com,29/2/2024,anatomy),Healthcare,Germany,BlackBasta,anatomy),healthcare
synlab.com,29/2/2024,customer personal data,Healthcare,Germany,BlackBasta,Customer data,healthcare
synlab.com,29/2/2024,medical analysis (spermograms,Healthcare,Germany,BlackBasta,Patient/Medical data,healthcare
synlab.com,29/2/2024,toxicology,Healthcare,Germany,BlackBasta,toxicology,healthcare
ayesa.com,29/2/2024,cad,Consulting,Spain,BlackBasta,cad,Service Provider
ayesa.com,29/2/2024,corporate data,Consulting,Spain,BlackBasta,Company data,Service Provider
ayesa.com,29/2/2024,employee personal data,Consulting,Spain,BlackBasta,Personal/User data,Service Provider
ayesa.com,29/2/2024,project data,Consulting,Spain,BlackBasta,Project data,Service Provider
www.seirus.com,3/3/2024,customer information,Retail,United States,Play,Customer data,retail
www.seirus.com,3/3/2024,invoice documents,Retail,United States,Play,Accounting/Audit data,retail
www.merchant.id,6/3/2024,not yet published,Technology,Indonesia,RansomHub,not yet published,technology
www.farmersrice.com,7/3/2024,personal information,Agriculture,United States,Play,Personal/User data,agriculture
www.farmersrice.com,7/3/2024,client information,Agriculture,United States,Play,Customer data,agriculture
www.farmersrice.com,7/3/2024,internal documents,Agriculture,United States,Play,internal documents,agriculture
www.omicrongranite.net,7/3/2024,not yet published,Construction,United States,Play,not yet published,construction
www.clabots.be,7/3/2024,invoice documents,Construction,Belgium,Play,Accounting/Audit data,construction
www.clabots.be,7/3/2024,client information,Construction,Belgium,Play,Customer data,construction
www.gdbinternational.com,7/3/2024,personal information,Environmental  ,United States,Play,Personal/User data,environmental  
www.gdbinternational.com,7/3/2024,client information,Environmental  ,United States,Play,Customer data,environmental  
www.gdbinternational.com,7/3/2024,internal documents,Environmental  ,United States,Play,internal documents,environmental  
www.seadeo.com,7/3/2024,not yet published,Technology,United States,Play,not yet published,technology
www.epibreads.com,7/3/2024,financial documents,F&B,United States,Play,Financial data,f&b
www.epibreads.com,7/3/2024,employee documents,F&B,United States,Play,Employee data,f&b
www.precom-inc.com,7/3/2024,it documents,Technology,United States,Play,it documents,technology
www.precom-inc.com,7/3/2024,contract documents,Technology,United States,Play,Contractor data,technology
www.precom-inc.com,7/3/2024,client information,Technology,United States,Play,Customer data,technology
www.spmundi.com.br,7/3/2024,customer information,Currency Exchange,Brazil,RansomHub,Customer data,currency exchange
www.spmundi.com.br,7/3/2024,documents,Currency Exchange,Brazil,RansomHub,documents,currency exchange
www.spmundi.com.br,7/3/2024,operation documents,Currency Exchange,Brazil,RansomHub,Operational data,currency exchange
www.microchip.com,7/3/2024,personal information,Manufacturing,United States,Play,Personal/User data,manufacturing
www.microchip.com,7/3/2024,client documents,Manufacturing,United States,Play,Customer data,manufacturing
www.microchip.com,7/3/2024,financial records,Manufacturing,United States,Play,Financial data,manufacturing
www.microchip.com,7/3/2024,payroll data,Manufacturing,United States,Play,Payment/Payroll/Billing data,manufacturing
www.microchip.com,7/3/2024,contracts,Manufacturing,United States,Play,Contractor data,manufacturing
www.microchip.com,7/3/2024,tax documents.,Manufacturing,United States,Play,Tax data,manufacturing
www.pasolutions.com,7/3/2024,insurance documents,Insurance,United States,Play,Insurance data,insurance
www.pasolutions.com,7/3/2024,client documents,Insurance,United States,Play,Customer data,insurance
www.rcg-llc.com,7/3/2024,not yet published,Real Estate,United States,Play,not yet published,real estate
www.abcparts.net,7/3/2024,client information,Automotive ,United States,Play,Customer data,automotive 
www.abcparts.net,7/3/2024,bank statement,Automotive ,United States,Play,Bank data,automotive 
www.abcparts.net,7/3/2024,employee information,Automotive ,United States,Play,Employee data,automotive 
www.abcparts.net,7/3/2024,financial documents,Automotive ,United States,Play,Financial data,automotive 
www.abcparts.net,7/3/2024,invoice documents,Automotive ,United States,Play,Accounting/Audit data,automotive 
www.bakersfield.com,7/3/2024,not yet published,Media,United States,Play,not yet published,media
www.craingroup.com,7/3/2024,blueprints,Construction,United States,Play,Construction data,construction
www.craingroup.com,7/3/2024,project documents,Construction,United States,Play,Project data,construction
www.craingroup.com,7/3/2024,it documents,Construction,United States,Play,it documents,construction
www.siea.sk,7/3/2024,not yet published,Government,Slovakia,RansomHub,not yet published,government
www.armourcoatings.com,7/3/2024,accounting documents,Manufacturing,United States,Play,Accounting/Audit data,manufacturing
www.armourcoatings.com,7/3/2024,contracts,Manufacturing,United States,Play,Contractor data,manufacturing
www.armourcoatings.com,7/3/2024,legal information,Manufacturing,United States,Play,Legal data,manufacturing
www.universalpure.com,7/3/2024,not yet published,Manufacturing,United States,Play,not yet published,manufacturing
www.dvttechnologyltd.com,8/3/2024,customer information,Retail,Ireland,RansomHub,Customer data,retail
www.dvttechnologyltd.com,8/3/2024,payment documents,Retail,Ireland,RansomHub,Payment/Payroll/Billing data,retail
www.dvttechnologyltd.com,8/3/2024,personal identifications,Retail,Ireland,RansomHub,Personal/User data,retail
www.rekamy.com,8/3/2024,customer information,Saas,Malaysia,RansomHub,Customer data,saas
www.rekamy.com,8/3/2024,payment documents,Saas,Malaysia,RansomHub,Payment/Payroll/Billing data,saas
www.rekamy.com,8/3/2024,personal identifications,Saas,Malaysia,RansomHub,Personal/User data,saas
www.go4kora.tv,9/3/2024,customer information,Sports,Tuvalu,RansomHub,Customer data,sports
www.go4kora.tv,9/3/2024,customer documents,Sports,Tuvalu,RansomHub,Customer data,sports
www.thesmsgroup.com,9/3/2024,it documents,Technology,United States,Play,it documents,technology
www.thesmsgroup.com,9/3/2024,invoice documents,Technology,United States,Play,Accounting/Audit data,technology
www.eriemeats.com,10/3/2024,not published yet,Manufacturing,Canada,Play,not published yet,manufacturing
www.scadea.com,10/3/2024,mysql accounts,Consulting,United States,RansomHub,Accounting/Audit data,Service Provider
www.scadea.com,10/3/2024,personal identifications,Consulting,United States,RansomHub,Personal/User data,Service Provider
www.scadea.com,10/3/2024,private records,Consulting,United States,RansomHub,Confidential data,Service Provider
www.computan.com,11/3/2024,customer information,Saas,United States,RansomHub,Customer data,saas
www.computan.com,11/3/2024,personal identifications,Saas,United States,RansomHub,Personal/User data,saas
www.computan.com,11/3/2024,payment documents,Saas,United States,RansomHub,Payment/Payroll/Billing data,saas
cmactrans.com,12/3/2024,employee personal data,Transportation and Logistics,United States,BlackBasta,Personal/User data,Service Provider
cmactrans.com,12/3/2024,financial data,Transportation and Logistics,United States,BlackBasta,Financial data,Service Provider
cmactrans.com,12/3/2024,hr data,Transportation and Logistics,United States,BlackBasta,HR data,Service Provider
cavotec.com,12/3/2024,accounting and financial data,Engineering,Switzerland,BlackBasta,Financial data,engineering
cavotec.com,12/3/2024,employee personal data,Engineering,Switzerland,BlackBasta,Personal/User data,engineering
cavotec.com,12/3/2024,hr data,Engineering,Switzerland,BlackBasta,HR data,engineering
cavotec.com,12/3/2024,engineering and projects,Engineering,Switzerland,BlackBasta,Project data,engineering
cavotec.com,12/3/2024,technical r&d and drawings,Engineering,Switzerland,BlackBasta,R&D data,engineering
bdcm.com,12/3/2024,corporate data,Financial Services,United States,BlackBasta,Company data,Service Provider
